id,timestamp,student_id,grade,date_and_time_of_misbehavior,location_of_misbehavior,documenting_staff_id,documenting_staff,classroom_or_administrative_managed,type_of_misbehavior,narrative_description_of_misbehavior,consequence,reporting_staff_id,reporting_staff,d12_planning_completed,narrative_of_consequence
863,2014-11-24 08:55:00.000000,4,2,2014-11-12 14:41:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Instead of doing his work Bruno was drawing. When ask to put it away he didn't. When teacher took the drawing away from him he went to get another paper and start drawing again.,Verbal warning with reminder of positive expectation,137,Ms. Becca,"A, B, C, D",Bruno was reminded of positive expectation and spoke about how there's a time and place for everything and at the moment it wasn't the right time to be drawing.
864,2014-11-18 12:51:00.000000,159,11,2014-11-18 12:22:00.000000,Classroom,29,Mr. Black,Administrative,calling student gay,"Chris was in the classroom going back and fourth another student. Chris called the student ""gay"".",Verbal warning with reminder of positive expectation,148,Ms. Kurth,"A, B, C, D, calling student gay",Chris was reminded of positive expectation and what a Monarch student athlete behavior looks like.
865,2014-02-24 12:47:00.000000,273,4,2014-01-15 13:57:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Angel was told and redirected numerous of times to read but she refused to do so and she was disrupting the class. Angel told the sub ""We don't have to listen to you because your are the sub not the teacher"".","Verbal warning with reminder of positive expectation, Nutrition Detention, Lunch Detention, In School Suspension",152,Ms. Naechia,"A, B, C, D","Angel was sent to D-12, wasn't following the rules inside of D-12, so she will have in school suspension all of tomorrow 01/16/14"
866,2014-02-24 11:36:00.000000,273,4,2014-01-21 12:15:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Angel was disruptive in class, move her seat without asking, refused to do her work, threw her book on the floor and kicked pencil. Told the teacher "" are you going to write a note to D-12 and lie again""?","Verbal warning with reminder of positive expectation, Nutrition Detention, Lunch Detention",152,Ms. Naechia,"A, B, C, D",Angel was sent to D-12 and spent her nutrition and lunch for two days in D-12
867,2014-02-18 08:47:00.000000,273,4,2014-02-14 13:26:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Angel Peterson was very rude to Mr.K and she was not doing any of her work.,Verbal warning with reminder of positive expectation,66,Mr. Keiley,"B, C, D","Angel Peterson got sent to D-12, she apologize to Mr.K and her classmates for being disruptive and showing defiance's."
868,2014-03-18 10:15:00.000000,273,4,2014-03-17 13:54:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Angel was being very rude to Ms. Naechia,Verbal warning with reminder of positive expectation,152,Ms. Naechia,"A, B, C, D",Angel P got sent to D-12 and spoke to Mr.Mo about not making mountains out of mole hills and apologize for her action towards Ms. Naechia.
869,2014-03-24 10:53:00.000000,273,4,2014-03-17 13:54:00.000000,Classroom,29,Mr. Black,Classroom,Major Defiances (D12),I was being rude to Ms. Naechia and I couldn't let the issue go.,"Teacher managed detention, sent to D-12",152,Ms. Naechia,"A, B, C, D",Was sent to D-12 and talked with staff about letting the situation go and not be rude to Ms. Naechia.
870,2014-10-24 14:34:00.000000,273,5,2014-10-24 13:10:00.000000,Serenity Circle/Hallways,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Angel P walk away from the dance lesson , grab a ball, ball got tooking away by Ms.P teacher, Angel went to get another ball, went to the serenity circle, walk in the building without asking, and no one could find her. when Ms. Naechia tried to talk to her she told Ms.Naechia ""she doesn't want to talk to her"", rolling her eyes, ran inside the restroom and wouldn't come out.","Phone call/email/letter home, Nutrition Detention, Lunch Detention, No PE on Monday",112,Ms. Naechia,"A, B, C, D","Angel P will miss dance and owe her snack and lunch on Monday, 10/27/14. If Angel don't do these things her mom will be called and we have a meeting about Angel's behavior. Out of the four We Are rules Angel broke three. Respectful, Safe, Ready to learn. Angel wrote an apology letter to Ms. P and Ms. Naechia for her behavior towards the two."
871,2014-03-03 08:34:00.000000,273,4,2014-11-15 13:57:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Angel was told and redirected numerous of times to read but she refused to do so and she was disrupting the class. She told the sub ""we don't have to listen to you, because you are the sub!""","Verbal warning with reminder of positive expectation, In School Suspension",152,Ms. Naechia,"A, B, C, D",Angel was sent to D-12 wasn't following the D-12 rules while she was in D-12 so she receive In School Suspension for the following day (01/16/14)
872,2014-09-04 11:46:00.000000,28,2,2014-08-19 11:00:00.000000,playground,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),"Tareno threw a juice box, a rock, and a stick at Joshua during snack time. Tareno said Josh didn't do anything to him but since Tareno friend was throwing things at Josh he felt he should do it as well","Phone call/email/letter home, Lunch Detention",45,Mr. Black,"A, B, C, D",Tareno  received a phone call home and lunch detention
873,2014-09-09 10:42:00.000000,28,2,2014-08-19 11:00:00.000000,Playground,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),"Tareno threw a rock, stick, and a juice box at Joshua during snack time.","Phone call/email/letter home, Lunch Detention",137,Ms. Becca,"A, B, C, D",Tareno received a phone call home and lunch detention.
874,2014-11-25 10:52:00.000000,28,2,2014-08-19 11:00:00.000000,Serenity Circle,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),"Tareno threw a juice box, a rock, and a stick at a student.","Phone call/email/letter home, Lunch Detention, In School Suspension",132,Ms. Anahi,"A, B, C, D","Tareno got a phone call home, lunch detention, spent the remaining of the day in the SSC."
875,2014-07-29 16:06:00.000000,241,8,2014-07-23 04:36:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Alberto teacher told him to go to D12 went off campus, walked around campus, played bball, went to the garden.","Phone call/email/letter home, Loss of privileges",137,Ms. Becca,"A, B, C, D","Alberto finally made his way to D12, He couldn't go swimming for the remainder of the day, receive a phone call home, and spoke about the importance of him taking his meds."
876,2014-07-24 15:10:00.000000,241,9,2014-07-23 16:36:00.000000,Classroom,29,Mr. Black,Administrative,Major Disruptions (D12),"Alberto Q got sent to D12 but never came down. He went off campus, walked back on campus, start playing basketball, then made his way to the garden.","Phone call/email/letter home, Lunch Detention, Couldnt go swimmimg",137,Ms. Becca,"A, B, C, D","Alberto Q couldn't go swimming this day, receive a phone call home, and spoke about what a Monarch student looks like."
877,2014-03-04 09:41:00.000000,43,5,2014-03-03 13:38:00.000000,Classroom,29,Mr. Black,Administrative,Major Disruptions (D12),Angel Q was disrupting the class,Verbal warning with reminder of positive expectation,143,Ms. Dragomire,"A, B, C, D",Angel Q got sent to D-12 and spoke to Mr.Mo about the importance of staying on task.
878,2014-03-10 10:05:00.000000,43,4,2014-03-05 13:25:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Angel wasn't doing any of his classwork and he was being a rude to Ms.Roxx.,Phone call/email/letter home,157,Ms. Roxx,"A, B, C, D",Angel got sent to D-12 and was reminded about positive expectation
879,2014-03-24 09:14:00.000000,43,5,2014-03-14 11:09:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Angel Q was playing around and was not following directions.,Phone call/email/letter home,139,Ms. Chandra,"A, B, C, D",Angel was sent too D-12 and received a phone call home.
880,2014-03-24 11:46:00.000000,43,5,2014-03-14 13:00:00.000000,Classroom,29,Mr. Black,Classroom,"Major Defiances (D12), Major Disruptions (D12)",I was talking in class and Ms. Roxx gave me my three strikes.,sent to D-12,158,Ms. Roxx,"A, B, C, D",I was sent to D-12 and apologized to the teacher and did my math.
881,2014-03-10 12:38:00.000000,11,4,2014-03-05 09:55:00.000000,Classroom,29,Mr. Black,Administrative,Major Disruptions (D12),Luciano was laughing at Xzavon for making silly faces. Mariah felt the boys were making fun of her,Verbal warning with reminder of positive expectation,152,Ms. Naechia,"A, B, C, D",Luciano was sent to D-12 and choice to apologize to Mariah for making her think Xzavon and him were laughing at her. He also wanted to apologize to Ms.Naechia for being off task.
882,2014-11-26 11:36:00.000000,100,11,2014-07-17 09:22:00.000000,Classroom,29,Mr. Black,Administrative,Profanity directed at students (CM),"Rafael gave a classmate the ""finger"" in class as teacher was giving instruction.",Lunch Detention,135,Ms. Arely,"A, B, C, D",Rafael receive lunch detention for his actions.
883,2014-11-26 10:13:00.000000,73,9,2014-08-12 10:05:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Vicki was not listening and ignored the teacher. Also told him to calm down.,Lunch Detention,71,Mr. Ojeda,"A, B, C, D",Vicki receive lunch detention for her actions.
884,2014-01-14 09:38:00.000000,73,10,2014-01-13 14:50:00.000000,Classroom,29,Mr. Black,Administrative,Major Disruptions (D12),Walked out of class without asking,Verbal warning with reminder of positive expectation,156,Ms. Rodriguez,"A, B, C, D",spoke about better ways of handling the situation better and did a plan to get back on track
885,2014-09-04 11:39:00.000000,230,7,2014-07-17 09:22:00.000000,Classroom,29,Mr. Black,Administrative,Major Disruptions (D12),Rafael flick another student off while the teacher was teaching a lesson,"Verbal warning with reminder of positive expectation, Lunch Detention",135,Ms. Arely,"A, B, C, D",Rafael was reminded of positive expectation and received lunch detention
886,2014-11-24 11:42:00.000000,213,1,2014-10-21 13:55:00.000000,Classroom,29,Mr. Black,Administrative,Major Disruptions (D12),Aiden was talking while the teacher was teaching.,Phone call/email/letter home,160,Ms. Trudy,"A, B, C, D",Aiden got a phone call home.
887,2015-01-22 10:07:00.000000,213,1,2015-01-22 10:00:00.000000,Classroom,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),Aiden bit Adrian because he was building max ties when he wasn't suppose to. Aiden told Adrian four times to stop but he didn't listen.,Phone call/email/letter home,160,Ms. Trudy,"A, B, C, D",Aiden parents will be called and he was reminded of  positive expectation.
888,2015-01-27 10:14:00.000000,213,1,2015-01-27 10:13:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Aiden was showing major defiance and major disruptions inside the classroom. This is Aiden second time in the SSC for this these types of behavior today.,Phone call/email/letter home,160,Ms. Trudy,"A, B, C, D",If this behavior continues he will have lunch detention. If it continues after lunch detention he will have to go home for the day.
889,2015-01-13 13:39:00.000000,254,4,2015-01-13 13:16:00.000000,Dance/Poetry Class,29,Mr. Black,Administrative,Major Defiances (D12),Keira was not participating in dance/poetry class. This has been a on going thing for a while and the TA already spoke to Keira mom about these issues before.,Phone call/email/letter home,152,Ms. Naechia,"A, B, C, D","Keira will connect with the dance/poetry teacher to figure out if they can come up with a plan to help her participation for the class(dancing ex amount of minutes and take a break, increase the amount of minutes per week, etc.). If Keira doesn't keep up with this plan mom will have to come to class with Keira on the dance and poetry days."
890,2014-11-26 09:48:00.000000,163,2,2014-10-21 12:20:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Edgar was playing around in class, throwing ball, and drawing when he wasn't suppose to.","Phone call/email/letter home, Lunch Detention",149,Ms. Lety,"A, B, C, D",Edgar receive a phone call home and a lunch detention for the following day.
891,2014-11-20 13:41:00.000000,163,2,2014-11-20 09:00:00.000000,Classroom,29,Mr. Black,Administrative,Weapons (D12),Edgar threw pottery at a student leg just because.,"Phone call/email/letter home, Lunch Detention, Loss of privileges",164,Parents,"A, B, C, D","Edgar receive a phone call home, loss of privileges(butterfly birthdays), and lunch detention."
892,2014-12-01 10:22:00.000000,163,2,2014-12-01 10:10:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Edgar was walking around in class, throwing paper airplanes.",Verbal warning with reminder of positive expectation,159,Ms. Susan,"A, B, C, D",Edgar was reminded of positive expectation and things he can do to stay focus in class; do the work that the teacher gives him. if he has any questions about the work he will ask the teacher. When he finish his work he will let the teacher know by raising his hand and then ask her for paper to draw or for more work to do.
893,2014-12-08 12:43:00.000000,163,2,2014-12-08 12:17:00.000000,Classroom,29,Mr. Black,Administrative,"Profanity directed at students (CM), Major Defiances (D12), Major Disruptions (D12)","Edgar was jumping on a bean bag with scissors, throwing broken crayons, staying up on his chair, and using profanity directed at students.","Verbal warning with reminder of positive expectation, Phone call/email/letter home",159,Ms. Susan,"A, B, C, D","Edgar will get a phone call home, he was reminded of positive expectation, and if this type of behavior continues a loss of privileges will be put in place. Todays conversation was base around ""Safe"". What being safe looks like in/out the classroom, what being safe looks like for self and others, and why its important for us to make out environment safe."
894,2015-02-05 10:46:00.000000,163,2,2015-02-05 10:36:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Edgar refuse to follow directions, being disrespectful to volunteer, refusing to have a cool down outside his classroom, kicked a chair, and ripped a page out of a book.",Lunch Detention,134,Ms. Arely,"A, B, C, D",Edgar was reminded of positive expectations and will have lunch detention for his actions.
895,2014-03-03 11:51:00.000000,250,4,2014-01-15 14:14:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Sabrena was told and redirected numerous of times for talking and playing around in class,Verbal warning with reminder of positive expectation,152,Ms. Naechia,"A, B, C, D",Sabrena was sent to D-12 and had a conversation with Mr.Mo about the importance of staying on task in class.
896,2014-03-03 11:51:00.000000,250,4,2014-01-15 14:14:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Sabrena was told and redirected numerous of times for talking and playing around in class,Verbal warning with reminder of positive expectation,152,Ms. Naechia,"A, B, C, D",Sabrena was sent to D-12 and had a conversation with Mr.Mo about the importance of staying on task in class.
897,2014-10-24 10:53:00.000000,163,2,2014-10-24 09:30:00.000000,Classroom,29,Mr. Black,Administrative,writing profanity,"Edgar wrote in BIG letters ""asshole"" on a name tag and gave it to some girls in class. Edgar got mad at these girls  because they took his markers away from him. They took the markers from him because the markers smell good and they were skinny.","Phone call/email/letter home, Lunch Detention",159,Ms. Susan,"A, B, C, D",Edgar parents will get called and he will have lunch detention for his actions. We spoke about things he could have done to where he will not get sent out of class.
898,2015-01-30 12:14:00.000000,49,1,2015-01-30 12:06:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Ricki Salas got sent out of class for not following the rules. She then went outside and was missing for an hour. This is not the first time Ricki made the decision to go to the playground without permission.,Phone call/email/letter home,61,Mr. Abdi,"A, B, C, D",Ricki Salas will receive a phone call home and was reminded of positive expectations. If Ricki continues to model this type  of behavior she will have to get sent home.
899,2014-12-01 12:03:00.000000,176,7,2014-12-01 11:30:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Alejandro was off task, tries to engage in peer conflict, and wasn't following instruction when they were giving.","Verbal warning with reminder of positive expectation, Loss of privileges",144,Ms. Duran,"A, B, C, D","Alejandro was reminded of positive expectation. if he comes in the SSC for any negative behavior this week he will have snack, lunch detention, and will not play in a soccer game."
900,2014-12-02 14:55:00.000000,176,7,2014-12-02 14:50:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Alejandro wasn't listening to the teacher, cussing, and threw his jacket on the floor.","Lunch Detention, Loss of privileges",63,Mr.  Nunez,"A, B, C, D","Alejandro was reminded about positive expectations, lunch detention all this week. If he misses a lunch detention he will not be able to play in this weeks game"
901,2014-11-18 12:14:00.000000,67,6,2014-11-18 12:00:00.000000,Classroom,29,Mr. Black,Administrative,Major Vandalism (D12),"Anthony Servin wrote on his desk, ""dumb teacher"". He felt that the teacher didn't think he was doing his work all because he wasn't writing.","Lunch Detention, Campus Beautification",141,Ms. Daley,"A, B, C, D",Anthony will receive a lunch detention for his actions and will clean desk. spoke to Anthony about positive expectation and why it is important to keep our school as clean as possible. If Anthony display this type of behavior again loss of privileges will be put in place for Anthony.
902,2014-02-24 09:18:00.000000,19,3,2014-02-18 14:30:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Lesedi was throwing pens and pencils at classmates, was not following the rules inside the classroom, was not sitting down in his seat, and he was taking books out of classmates desk.","Verbal warning with reminder of positive expectation, Nutrition Detention, Lunch Detention",11,Ms. Diaz,"A, B, C, D","Lesedi was sent to D-12, spent snack and lunch inside D-12. Lesedi shared with me that he didn't take his pill today because they were to big."
903,2014-03-03 10:24:00.000000,19,3,2014-02-18 14:30:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Lesedi was throwing pencils and pens, not following the rules, not sitting down and taking books out of peoples desk.",Verbal warning with reminder of positive expectation,142,Ms. Diaz,"A, B, C, D","Sent to D12. Lesedi also said ""I get different pills all the time. They all do the same thing but it is always different."" Possible to get new or different pills."
904,2014-01-14 12:45:00.000000,75,3,2014-01-13 14:38:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),I was not listening to the teacher and I refuse to do any of my work because the work was to hard.,Verbal warning with reminder of positive expectation,142,Ms. Diaz,"A, B, C, D",Let the teacher know that the work is hard for me and I will need help with it (plan to get back on track form).
905,2014-01-15 09:34:00.000000,75,3,2014-01-14 13:02:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Didn't want to do any work and wasn't trying to follow the instruction that was giving him,Verbal warning with reminder of positive expectation,142,Ms. Diaz,"A, B, C, D",Apologize to Ms.Diaz for his action and will do his work
906,2014-01-27 13:18:00.000000,75,3,2014-01-22 10:33:00.000000,Serenity circle,29,Mr. Black,Administrative,Putting hands on others,threw a student on the ground for touching him with his feet,Verbal warning with reminder of positive expectation,155,Ms. Priscilla,"A, B, C, D","sent to D-12, spoke to about keeping hands to himself"
907,2014-02-03 09:38:00.000000,75,3,2014-01-30 10:24:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Did not want to do his classwork and wasn't listening to the teacher or the TA,Verbal warning with reminder of positive expectation,88,Ms. Becca,"A, B, C, D","Sent to D-12, student stress that the work is very hard for him and that's why he doesn't want to do it"
908,2014-02-03 09:34:00.000000,75,3,2014-01-31 10:00:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Was not being respectful to the teacher because he didn't feel the need to,"Verbal warning with reminder of positive expectation, Phone call/email/letter home",4,Ms. Chandra,"A, B, C, D",Sent to D-12 and spoke about the understanding of what being respectful means
909,2014-03-24 12:00:00.000000,75,3,2014-02-03 12:40:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12), Verbal/Physical Intimidation (D12)","I was calling the TA names and telling her she doesn't know how to be a teacher, throwing a water bottle and kicking the wall.",sit quietly,88,Ms. Becca,"A, B, C, D","Was sent to D-12 and think before I do. ""Think about things before I do them"""
910,2014-03-24 12:03:00.000000,75,3,2014-02-03 22:19:00.000000,Yoga classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Refused to stay on his mat (our only expectation),sit quietly,4,Ms. Chandra,"A, B, C, D",Was sent to D-12 and will follow directions quickly.
911,2014-07-28 12:10:00.000000,105,4,2014-07-28 12:05:00.000000,Playground,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),"When it was Angel G turn to kick the ball Frankie told Angel ""No, its my turn"" then punch Angel G twice, once in the arm and another in the stomach.",Suspension,67,Mr. Keiley,"A, B, C, D",Frankie receive a phone call home and took Monday off. He will have a meeting with Mr.Wiseman and Mom on Tuesday morning.
912,2014-03-24 11:19:00.000000,196,8,2014-03-04 22:37:00.000000,Classroom,29,Mr. Black,Classroom,"Major Defiances (D12), Major Disruptions (D12)","I was mad about somebody being in my non assigned seat, and I tried to move them out of my seat.",sit quietly,21,Ms.  Sanchez,"A, B, C, D",Was sent to D-12 and falling behind in class work.
913,2014-09-29 12:52:00.000000,196,8,2014-08-13 09:38:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Eric place his feet on the desk, wasn't showing guest speaker respect, and being rude to Ms.Becca.",Nutrition Detention,137,Ms. Becca,"A, B, C, D",Eric missed his nutrition break and if he came to D12 again for negative behavior he will miss a half of tonight's game
914,2014-01-14 15:04:00.000000,125,10,2014-01-13 14:12:00.000000,Classroom,29,Mr. Black,Administrative,Major Disruptions (D12),talking when I wasn't suppose to be.,Verbal warning with reminder of positive expectation,161,Ms. Tyler,"A, B, C, D","did the ""plan to get back on track"" paper work"
915,2014-03-24 11:00:00.000000,247,4,2014-03-17 12:39:00.000000,Classroom,29,Mr. Black,Classroom,Major Defiances (D12),"Called student dumbo, told teacher why are you looking at me, told teacher I'm not going anywhere, why do I have to go to D-12",Sent to D-12,39,Mr. Keiley,"A, B, C, D","Sent to D-12 and apologized to staff, classmates, and upper class-men."
916,2014-01-14 09:23:00.000000,189,4,2014-01-13 15:06:00.000000,Classroom,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),"classmates were talking, which was making me lose focus on my work. I told a staff member but she didn't do anything about it. So I told my classmates to shut up",Verbal warning with reminder of positive expectation,152,Ms. Naechia,"A, B, C, D","Once I tell staff that I'm having an issue with something, I have to let the staff take time out to deal with my issue."
917,2014-01-31 13:08:00.000000,189,4,2014-01-31 11:25:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Not listening,playing around in class, not respecting Mr. Keiley",Verbal warning with reminder of positive expectation,19,Mr. Keiley,"A, B, C, D","Sent to D12, spoke about his reasons for being so upset (soccer). spoke about his behavior contract and why its important to make the right choice"
918,2014-03-24 12:13:00.000000,189,4,2014-02-04 14:40:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",I was talking when it wasn't time to talk,sit quietly,66,Mr. Keiley,"A, B, C, D","Was sent to D-12 and will listen to the teacher, teach  my classmate another time."
919,2014-02-10 10:26:00.000000,189,4,2014-02-10 08:04:00.000000,Courtyard,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),I pushed and kicked a student in his leg. The student pushed me first so I push the student back.,"Verbal warning with reminder of positive expectation, Nutrition Detention, Lunch Detention",62,Mr. Alfredo,"A, B, C, D",Sent to D-12 and was spoken to about how putting hands or feet on other students is something no one should do.
920,2014-02-14 09:47:00.000000,189,4,2014-02-13 12:31:00.000000,Classroom & Courtyard,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12), Verbal/Physical Intimidation (D12)","Ben was showing video's on his phone to other students during break and P.E period, walked out of class, going inside the restroom to call his mom, and bulling classmates (name calling, isolating).","Verbal warning with reminder of positive expectation, Lunch Detention",152,Ms. Naechia,"A, B, C, D","Ben was sent to D-12 for howing video's on his phone to other students during break and P.E period, walked out of class, going inside the restroom to call his mom, and bulling classmates."
921,2014-03-18 10:34:00.000000,189,4,2014-03-17 12:39:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Ben was calling students ugly,dumbo, and dumb a$$. He told the teacher he will not go to D-12 and called the teacher ugly as well. Ben was also using foul language towards staff.",In School Suspension,66,Mr. Keiley,"A, B, C, D",Ben was sent to D-12 and spoke about apologize to staff and classmates. He stayed in D-12 for the remaining of the day.
922,2014-11-24 10:30:00.000000,121,2,2014-10-02 10:37:00.000000,Classrom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Kelcy wasn't participating in the lesson and she was flicking things at the board.,Verbal warning with reminder of positive expectation,159,Ms. Susan,"A, B, C, D",Kelcy was giving a verbal warning with reminder of positive expectation.
923,2014-11-24 09:05:00.000000,121,2,2014-10-17 10:15:00.000000,Hallway,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),Kelcy hit a student in the hallway and during class because she had a lot of stress build up. She feels no one like her even the teacher.,"Phone call/email/letter home, Lunch Detention",159,Ms. Susan,"A, B, C, D",Kelcy receive a phone call home and had lunch detention. Spoke to Kelcy about positive expectation and things/place she can do or come when she feels over helm.
924,2014-11-14 11:04:00.000000,121,2,2014-10-17 10:17:00.000000,Hallway,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),Kelcy hit a student in the hallway and during class.,Phone call/email/letter home,159,Ms. Susan,"A, B, C, D","Kelcy receive a phone call home, lunch detention, and reminded of positive expectation."
925,2014-01-27 14:44:00.000000,69,3,2014-01-22 00:33:00.000000,Serenity circle,29,Mr. Black,Administrative,Putting his feet on students,kick a student with my feet,Verbal warning with reminder of positive expectation,142,Ms. Diaz,"A, B, C, D",sent to D-12
926,2015-01-16 15:18:00.000000,65,1,2015-01-16 14:00:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Ta'Vares was talking and not paying attention to the listen that the teacher was trying to teach.,Verbal warning with reminder of positive expectation,73,Mr. S,"A, B, C, D",Ta'Vares was reminded of positive expectations and came up with a plan he can do when others are trying to suck him into the craziness.
927,2014-03-18 09:28:00.000000,123,7,2014-03-17 15:08:00.000000,Running Club,29,Mr. Black,Administrative,Major Defiances (D12),"Davonte' was being disrespectful to Coach Chuy, and felt the need to Jaywalk, walked away from the group to do his own thing.",In School Suspension,6,Mr.  Nunez,"A, B, C, D",Davonte was sent to D-12 and will have In-School-Suspension tomorrow
928,2014-03-24 10:46:00.000000,123,7,2014-03-17 15:08:00.000000,Gym(running club),29,Mr. Black,Administrative,"Major Defiances (D12), Jay walking","Jay walking ""Jaalam and me"" made sure no cars were coming, a little rude to coach Chuy.",In School Suspension,6,Mr.  Nunez,"A, B, C, D","Davonte was sent to D-12 and talked to staff about not jay walking, and not be rude to staff."
929,2014-11-07 10:05:00.000000,123,8,2014-11-07 09:47:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Davonte didn't go to detention on Wednesday because he felt like it was going to be boring. today in class he was beating on the desk with some chap stick. when the teacher ask him to stop he did for about 30seconds then continued.,Lunch Detention,146,Ms. Harwood,"A, B, C, D","Davonte is a Monarch Student Athlete, he was reminded of positive expectation and what behavior looks like from a Monarch Student Athlete. Davonte will have lunch detention today and Monday for all of his actions(missing a detention,showing defiance's, and disruptions)."
930,2014-01-14 14:22:00.000000,132,3,2014-01-13 14:22:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Being very Disruptive,Verbal warning with reminder of positive expectation,142,Ms. Diaz,"A, B, C, D",Apologize for my behavior
931,2014-01-31 14:26:00.000000,132,3,2014-01-31 11:09:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Was not listening to the teacher AT ALL,Verbal warning with reminder of positive expectation,137,Ms. Becca,"A, B, C, D","Sent to D12, spoke about following what the teacher ask of him, phone call home and may not get Friday Free Choice"
932,2014-11-24 09:21:00.000000,132,4,2014-10-14 12:35:00.000000,Hallway,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Alex kept looking inside the kinder classroom window when Ms.Naecia told his to stop.,"Nutrition Detention, Lunch Detention",153,Ms. Neachia,"A, B, C, D",Alex was reminded of positive expectation and spoke about why looking in another classroom window while class is in session is displaying disruption. Not listen to the TA displays defiance's.
933,2014-10-28 11:26:00.000000,132,4,2014-10-28 11:15:00.000000,Snack,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),Alex punch Demario because Demario punch his friend.,"Phone call/email/letter home, Lunch Detention",68,Mr. Black,"A, B, C, D","Alex was reminded of positive Expectation and about the four We Are's; Respectful, Responsible, Safe, Ready to Learn."
934,2014-11-14 11:10:00.000000,132,4,2014-11-14 11:05:00.000000,Bathroom,29,Mr. Black,Administrative,Major Vandalism (D12),Alex was in the bathroom flooding the toilet with his friends.,"Phone call/email/letter home, Lunch Detention, Campus Beautification",62,Mr. Alfredo,"A, B, C, D","Alex will spend his lunch detention in the SSC today, phone call home, and will Clean bathroom on Monday with the janitor and Alex friends."
